"original_title","date_published","genre","duration","country","language_1","director","writer","actors","description","avg_vote","votes","budget","worlwide_gross_income","reviews_from_users","profit","profit_norm","votes_norm","reviews_norm","avg_vote_norm","age","success","success_norm"
"Invictus",2010-02-12,"Biography, Drama, History",134,"USA","English","Clint Eastwood","Anthony Peckham, John Carlin","Morgan Freeman, Matt Damon, Tony Kgoroge, Patrick Mofokeng, Matt Stern, Julian Lewis Jones, Adjoa Andoh, Marguerite Wheatley, Leleti Khumalo, Patrick Lyster, Penny Downie, Sibongile Nojila, Bonnie Henna, Shakes Myeko, Louis Minnaar","A young man learns that he has to find a hidden Earth ship before an enemy alien species does in order to secure the survival of humanity.",7.3,147583,6e+07,122426792,277,62426792,0.0244272960149124,0.0419337452863769,0.00478328777821164,0.291666666666667,10,0.358563992740296,0.124230858163878
"Eagle Eye",2009-02-20,"Action, Mystery, Thriller",118,"USA, Germany","English","D.J. Caruso","John Glenn, Travis Wright","Shia LaBeouf, Michelle Monaghan, Rosario Dawson, Michael Chiklis, Anthony Mackie, Ethan Embry, Billy Bob Thornton, Anthony Azizi, Cameron Boyce, Lynn Cohen, Bill Smitrovich, Charles Carroll, William Sadler, Deborah Strang, Dariush Kashani","Jerry and Rachel are two strangers thrown together by a mysterious phone call from a woman they have never met. Threatening their lives and family, she pushes Jerry and Rachel into a series of increasingly dangerous situations, using the technology of everyday life to track and control their every move.",6.6,173902,8e+07,178767383,359,98767383,0.038659617800833,0.0539752736669403,0.0127879734478719,0,11,0.0988066872736367,0.0332161379450424
"Cloverfield",2008-02-01,"Action, Adventure, Horror",85,"USA","English","Matt Reeves","Drew Goddard","Lizzy Caplan, Jessica Lucas, T.J. Miller, Michael Stahl-David, Mike Vogel, Odette Annable, Anjul Nigam, Margot Farley, Theo Rossi, Brian Klugman, Kelvin Yu, Liza Lapira, Lili Mirojnick, Ben Feldman, Elena Nikitina Bick","A group of friends venture deep into the streets of New York on a rescue mission during a rampaging monster attack.",7,367611,2.5e+07,172394180,2343,147394180,0.0577036730371013,0.142601453273709,0.206462319406482,0.166666666666667,12,0.536034422453939,0.18641360016024
"Boyhood",2014-10-23,"Drama",165,"USA","English","Richard Linklater","Richard Linklater","Ellar Coltrane, Patricia Arquette, Elijah Smith, Lorelei Linklater, Steven Chester Prince, Bonnie Cross, Sydney Orta, Libby Villari, Ethan Hawke, Marco Perella, Jamie Howard, Andrew Villarreal, Shane Graham, Tess Allen, Ryan Power","The life of Mason, from early childhood to his arrival at college.",7.9,330806,4e+06,48137666,998,44137666,0.0172645966957063,0.125762346466967,0.0751659508004686,0.541666666666667,6,0.748486260784483,0.260853256788545
"A Christmas Carol",2009-12-03,"Animation, Drama, Family",96,"USA","English","Robert Zemeckis","Charles Dickens, Robert Zemeckis","Jim Carrey, Steve Valentine, Daryl Sabara, Sage Ryan, Amber Gainey Meade, Ryan Ochoa, Bobbi Page, Ron Bottitta, Sammi Hanratty, Julian Holloway, Gary Oldman, Colin Firth, Cary Elwes, Robin Wright, Bob Hoskins","An animated retelling of Charles Dickens' classic novel about a Victorian-era miser taken on a journey of self-redemption, courtesy of several mysterious Christmas apparitions.",6.8,98606,2e+08,325286646,278,125286646,0.0490455436802843,0.0195256775218398,0.00488090589613432,0.0833333333333334,11,0.154366790002784,0.0526834911197237
"Water for Elephants",2011-05-06,"Drama, Romance",120,"USA","English","Francis Lawrence","Richard LaGravenese, Sara Gruen","Reese Witherspoon, Robert Pattinson, Christoph Waltz, Paul Schneider, Jim Norton, Hal Holbrook, Mark Povinelli, Richard Brake, Stephen Monroe Taylor, Ken Foree, Scott MacDonald, James Frain, Sam Anderson, John Aylward, Brad Greenquist","Set in the 1930s, a former veterinary student takes a job in a travelling circus and falls in love with the ringmaster's wife.",6.9,109728,3.8e+07,117094902,277,79094902,0.0309551454129346,0.0246142401058524,0.00478328777821164,0.125,9,0.182925354480883,0.0626899459955788
"Yes Man",2009-01-09,"Comedy, Romance",104,"USA, UK","English","Peyton Reed","Nicholas Stoller, Jarrad Paul","Jim Carrey, Zooey Deschanel, Bradley Cooper, John Michael Higgins, Rhys Darby, Danny Masterson, Fionnula Flanagan, Terence Stamp, Sasha Alexander, Molly Sims, Brent Briscoe, Rocky Carroll, John Cothran, Spencer Garrett, Sean O'Bryan","A man challenges himself to say ""yes"" to everything.",6.8,329778,7e+07,223241637,302,153241637,0.0599937538355488,0.125292013582921,0.0072237407262788,0.0833333333333334,11,0.262710649609603,0.0906454111967283
"Skyfall",2012-10-31,"Action, Adventure, Thriller",143,"UK, USA, Turkey","English","Sam Mendes","Neal Purvis, Robert Wade","Daniel Craig, Judi Dench, Javier Bardem, Ralph Fiennes, Naomie Harris, Bérénice Marlohe, Albert Finney, Ben Whishaw, Rory Kinnear, Ola Rapace, Helen McCrory, Nicholas Woodeson, Bill Buckhurst, Elize du Toit, Ian Bonar","James Bond's loyalty to M is tested when her past comes back to haunt her. When MI6 comes under attack, 007 must track down and destroy the threat, no matter how personal the cost.",7.7,620267,2e+08,1108561013,1588,908561013,0.355804804634716,0.258197197584648,0.132760640374854,0.458333333333333,8,1.1761361360787,0.410694793224249
"Lone Survivor",2014-02-20,"Action, Biography, Drama",121,"USA, UK","English","Peter Berg","Peter Berg, Marcus Luttrell","Mark Wahlberg, Taylor Kitsch, Emile Hirsch, Ben Foster, Yousuf Azami, Ali Suliman, Eric Bana, Alexander Ludwig, Rich Ting, Dan Bilzerian, Jerry Ferrara, Rick Vargas, Scott Elrod, Gregory Rockwood, Ryan Kay","Marcus Luttrell and his team set out on a mission to capture or kill notorious Taliban leader Ahmad Shah, in late June 2005. Marcus and his team are left to fight for their lives in one of the most valiant efforts of modern warfare.",7.5,261546,4e+07,154802912,495,114802912,0.0449397250433228,0.0940743546877273,0.0260640374853573,0.375,6,0.533277830866988,0.185447735459753
"Paul",2011-06-01,"Adventure, Comedy, Sci-Fi",104,"USA, UK","English","Greg Mottola","Simon Pegg, Nick Frost","Mia Stallard, Simon Pegg, Nick Frost, Jeremy Owen, Jeffrey Tambor, David House, Jennifer Granger, Nelson Ascencio, Bobby Lee, Jane Lynch, David Koechner, Jesse Plemons, Seth Rogen, Jason Bateman, Sigourney Weaver","Two English comic book geeks traveling across the U.S. encounter an alien outside Area 51.",7,231589,4e+07,97984015,364,57984015,0.0226873399452082,0.0803683603225715,0.0132760640374854,0.166666666666667,9,0.275266322538533,0.0950447140641984
"Tron",2010-12-29,"Action, Adventure, Sci-Fi",125,"USA","English","Joseph Kosinski","Edward Kitsis, Adam Horowitz","Jeff Bridges, Garrett Hedlund, Olivia Wilde, Bruce Boxleitner, James Frain, Beau Garrett, Michael Sheen, Anis Cheurfa, Serinda Swan, Yaya DaCosta, Elizabeth Mathis, Yurij Kis, Conrad Coates, Daft Punk, Ron Selmour","The son of a virtual world designer goes looking for his father and ends up inside the digital world that his father designed. He meets his father's corrupted creation and a unique ally who was born inside the digital world.",6.8,309135,1.7e+08,400062763,747,230062763,0.090079752854903,0.11584738155435,0.0506638032018743,0.0833333333333334,10,0.324786890512076,0.1123959128345
"Paddington",2014-12-25,"Adventure, Comedy, Family",95,"UK, France, USA, China","English","Paul King","Paul King, Hamish McColl","Tim Downie, Madeleine Worrall, Lottie Steer, Geoffrey Palmer, Theresa Watson, Imelda Staunton, Michael Gambon, Ben Whishaw, Hugh Bonneville, Sally Hawkins, Madeleine Harris, Samuel Joslin, Michael Bond, Matt Lucas, Julie Walters","A young Peruvian bear travels to London in search of a home. Finding himself lost and alone at Paddington Station, he meets the kindly Brown family, who offer him a temporary haven.",7.2,94983,5.5e+07,282374179,261,227374179,0.0890268037535392,0.0178680743711585,0.00322139789144865,0.25,6,0.358922532303169,0.124356484574821
"The Hangover",2009-06-19,"Comedy",100,"USA, Germany","English","Todd Phillips","Jon Lucas, Scott Moore","Bradley Cooper, Ed Helms, Zach Galifianakis, Justin Bartha, Heather Graham, Sasha Barrese, Jeffrey Tambor, Ken Jeong, Rachael Harris, Mike Tyson, Mike Epps, Jernard Burks, Rob Riggle, Cleo King, Bryan Callen","Three buddies wake up from a bachelor party in Las Vegas, with no memory of the previous night and the bachelor missing. They make their way around the city in order to find their friend before his wedding.",7.7,705947,3.5e+07,469310836,726,434310836,0.170070865247384,0.297397704885331,0.0486138227254979,0.458333333333333,11,0.94012629552741,0.328000797118625
"Blue Valentine",2013-02-14,"Drama, Romance",112,"USA","English","Derek Cianfrance","Derek Cianfrance, Joey Curtis","Ryan Gosling, Michelle Williams, Faith Wladyka, John Doman, Mike Vogel, Marshall Johnson, Jen Jones, Maryann Plunkett, James Benatti, Barbara Troy, Carey Westbrook, Ben Shenkman, Eileen Rosen, Enid Graham, Ashley Gurnari","The relationship of a contemporary married couple, charting their evolution over a span of years by cross-cutting between time periods.",7.4,180772,1e+06,15440333,357,14440333,0.00563402086275855,0.0571184515982625,0.0125927372120266,0.333333333333334,7,0.404117997944026,0.140192238079704
"The Ides of March",2011-12-16,"Drama, Thriller",101,"USA","English","George Clooney","George Clooney, Grant Heslov","Ryan Gosling, George Clooney, Philip Seymour Hoffman, Paul Giamatti, Evan Rachel Wood, Marisa Tomei, Jeffrey Wright, Max Minghella, Jennifer Ehle, Gregory Itzin, Michael Mantell, Yuri Sardarov, Bella Ivory, Maya Sayre, Danny Mooney","An idealistic staffer for a new presidential candidate gets a crash course on dirty politics during his stint on the campaign trail.",7.1,212573,12500000,76338111,304,63838111,0.0249800208220181,0.0716681170122332,0.00741897696212417,0.208333333333333,9,0.305870321104303,0.105767855659917
